ticker,market,name,subindustry,price_date,close_cny,pe_ttm_vendor,pb_mrq_vendor,revenue_yoy_pct_vendor,net_profit_yoy_pct_vendor,roe_h1_pct_vendor,debt_pct_vendor,report_period,decision,review_level,reason
300482,sz,万孚生物,体外诊断,20260904,16.74,-60.422678,1.467767,-16.62964400,-35.24128400,2.2400,18.2820,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300529,sz,健帆生物,医疗耗材,20260904,15.56,23.666085,3.720946,-8.98637400,-1.98950500,10.6000,33.4232,2026H1,观察,原始财报深研,收入尚未回升，等待集采后的量价和新品兑现
300562,sz,乐心医疗,家用器械,20260904,17.81,39.089774,3.465949,2.50639500,41.96381700,5.5400,25.8698,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300595,sz,欧普康视,医疗耗材,20260904,11.04,21.398775,1.96389,-0.63029000,-7.24427500,4.6300,11.2492,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300633,sz,开立医疗,医疗设备,20260904,20.2,52.319227,2.84497,9.23583500,-70.70766600,0.4100,26.2078,2026H1,暂不优先,原始财报深研,利润和现金流承压，不能以国产替代逻辑替代盈利证明
300653,sz,正海生物,医疗耗材,20260904,14.96,38.71596,3.084371,-14.94286200,-27.85191400,3.7100,9.9694,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300677,sz,英科医疗,医疗耗材,20260904,54.25,31.223935,1.869491,40.61480400,17.86224600,4.4900,52.9939,2026H1,有条件第三候选,原始财报深研,扣非和现金流改善强；手套周期、原材料、汇兑衍生品及资本开支风险
300753,sz,爱朋医疗,医疗设备,20260904,21.84,-189.509935,4.186515,-6.53629400,48.99262000,-1.4900,15.8847,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300760,sz,迈瑞医疗,医疗设备,20260904,169.91,26.182868,5.076823,5.99633000,-5.36570900,12.0100,25.4726,2026H1,质量备选,原始财报深研,平台与海外业务质量较强，现金流改善；归母尚下降，增长性价比暂不优先
300813,sz,泰林生物,制药装备,20260904,20.55,106.824351,3.149823,13.41102500,50.43122000,2.5300,15.6798,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300869,sz,康泰医学,医疗设备,20260904,11.22,-49.743688,2.727603,3.82816100,-390.87982500,-2.8800,36.2420,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300888,sz,稳健医疗,医疗耗材,20260904,29.6,21.857665,1.477106,3.58745700,4.37016400,4.3600,34.1569,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300962,sz,中金辐照,制药装备,20260904,13.08,36.645734,3.300626,1.02331200,-36.97179300,3.9700,34.3398,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
300981,sz,中红医疗,医疗耗材,20260904,16.5,174.656308,1.34588,19.46040400,2662.37741000,2.9700,29.5295,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301033,sz,迈普医学,医疗耗材,20260904,54.15,29.675139,4.476389,20.29688500,19.62274700,6.9000,9.9652,2026H1,观察,财报原文交叉阅读,小规模植入器械增长，需提高现金转化与持续性
301087,sz,可孚医疗,家用器械,20260904,51.87,30.101926,2.213967,38.51436400,20.83563700,4.0000,25.4073,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301093,sz,华兰股份,医疗耗材,20260904,62.4,551.47357,6.090772,-3.47241000,-82.45548800,0.3500,15.2973,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301097,sz,天益医疗,医疗耗材,20260904,34.59,-294.480325,2.773353,48.80668300,69.96019700,1.4100,53.3466,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301122,sz,采纳股份,医疗耗材,20260904,45.4,903.846353,2.933202,72.22843200,5.54634600,0.5400,15.6108,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301234,sz,五洲医疗,医疗耗材,20260904,107.0,306.470644,9.538076,-6.39597300,46.10728500,2.0000,10.8232,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301290,sz,东星医疗,医疗耗材,20260904,28.09,-82.527362,1.30751,-1.63189200,12.68966700,1.5900,9.3143,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301363,sz,美好医疗,医疗设备,20260904,16.03,43.531975,3.455519,10.97086700,8.76793100,3.3000,12.2291,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301367,sz,瑞迈特,医疗设备,20260904,46.46,26.35141,1.902624,40.29832300,-3.62938000,4.0900,14.3553,2026H1,风险观察,原始财报与公告深研,FDA警告信事项尚待解决，销售费用扩张且归母下降
301515,sz,港通医疗,医疗设备,20260904,19.19,-152.396639,1.587898,2.75613700,-118.35227600,-1.5100,42.2856,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301580,sz,爱迪特,医疗耗材,20260904,52.83,37.767388,3.601319,19.75289700,13.54969600,4.7700,12.8354,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
301602,sz,超研股份,医疗设备,20260904,16.0,63.708573,5.177328,-18.87878400,-60.41332400,1.9900,7.6214,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
600055,sh,万东医疗,医疗设备,20260904,10.88,-20.627726,1.762162,3.71366900,-278.69401100,-2.0800,15.0069,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
600529,sh,山东药玻,医疗耗材,20260904,19.1,18.386866,1.48322,1.34149700,-0.07373700,4.4000,15.6274,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
600587,sh,新华医疗,医疗设备,20260904,12.67,18.047129,0.968205,7.72912900,-26.03988800,3.6800,45.2144,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603014,sh,威高血净,医疗设备,20260904,31.34,26.620445,1.810689,-0.36474400,4.32318700,3.2000,14.6286,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603205,sh,健尔康,医疗耗材,20260904,22.47,30.815833,2.324616,5.79328600,4.80720700,3.3300,14.7918,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603222,sh,济民健康,医疗耗材,20260904,8.05,-17.44453,3.884394,-7.86287600,6.21076900,-4.3400,46.9291,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603301,sh,振德医疗,医疗耗材,20260904,81.23,77.428465,3.776155,5.89769900,12.53447900,2.5100,28.7849,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603309,sh,维力医疗,医疗耗材,20260904,11.27,57.45598,1.849358,3.17819600,-15.75620300,5.6700,34.2860,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603718,sh,*ST海利,医疗耗材,20260904,3.17,-6.464963,2.304018,23.78870000,-37.18744800,1.2800,29.5746,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603880,sh,南卫股份,医疗耗材,20260904,9.67,-26.236001,17.534859,-11.50986700,-37.19878200,-10.5700,81.3101,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603976,sh,正川股份,医疗耗材,20260904,35.82,359.443659,5.245875,17.58467900,-12.78859300,1.0300,37.6396,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
603987,sh,康德莱,医疗耗材,20260904,7.57,14.53021,1.168894,-3.20796600,-10.22779500,4.0300,26.7876,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
605369,sh,拱东医疗,医疗耗材,20260904,16.91,66.550762,2.186768,5.58428600,8.62566500,3.2100,20.6460,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688013,sh,天臣医疗,医疗耗材,20260904,24.59,39.350037,4.033135,-27.42624200,-71.49933600,2.4100,25.5254,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688016,sh,心脉医疗,医疗耗材,20260904,87.08,18.79667,2.521094,11.13044700,2.45199600,7.6600,13.7232,2026H1,观察,财报原文交叉阅读,已有成熟主动脉介入业务，扣非修复但当期增长较温和
688026,sh,洁特生物,医疗耗材,20260904,20.65,127.608313,2.667865,3.47434500,-55.07726900,1.7200,30.2827,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688029,sh,南微医学,医疗耗材,20260904,77.81,28.638638,3.490845,10.38538100,-16.49891500,7.1900,19.1074,2026H1,观察,财报原文交叉阅读,海外收入增长但当期归母和现金流下滑
688050,sh,爱博医疗,医疗耗材,20260904,39.33,32.038074,2.63607,18.56837100,-14.39487800,6.3700,33.8256,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688067,sh,爱威科技,体外诊断,20260904,23.47,49.115559,3.037995,3.37928900,25.80533400,3.3900,16.9271,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688085,sh,三友医疗,医疗耗材,20260904,13.7,92.629463,2.344973,9.71357600,-24.17640300,1.3100,9.6938,2026H1,暂不优先,财报原文交叉阅读,收入恢复但扣非仍下降；调整利润不能代替报告扣非
688108,sh,赛诺医疗,医疗耗材,20260904,16.5,82.321898,6.915371,26.68144900,263.58918900,5.1500,21.0438,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688114,sh,华大智造,医疗设备,20260904,57.96,-114.221261,3.429712,18.90978700,6.40890000,-2.1700,28.9855,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688139,sh,海尔生物,医疗设备,20260904,30.8,38.166587,2.204717,8.44604000,3.27546800,3.3400,19.8625,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688151,sh,华强科技,医疗耗材,20260904,16.64,118.99983,1.35909,23.20918900,130.51792100,0.2300,11.2812,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688161,sh,威高骨科,医疗耗材,20260904,22.4,34.605558,2.135738,-4.92536500,-6.85106200,3.1500,18.7361,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688198,sh,佰仁医疗,医疗耗材,20260904,70.62,58.581561,7.75903,2.34884500,-38.53567200,3.2500,15.1040,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688212,sh,澳华内镜,医疗设备,20260904,30.86,-124.414983,3.398283,7.36960300,-110.03100200,-6.7600,36.1343,2026H1,暂不优先,原始财报深研,仍处亏损及投入期
688236,sh,春立医疗,医疗耗材,20260904,14.2,19.590243,1.78691,-14.45707700,4.79387800,3.9500,15.0850,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688253,sh,英诺特,体外诊断,20260904,57.09,154.800817,3.854729,-49.09118800,-75.12119900,1.4700,4.5962,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688271,sh,联影医疗,医疗设备,20260904,108.58,50.606884,4.062469,17.21566900,-10.12227300,4.1200,36.0515,2026H1,观察,原始财报深研,设备收入增长但利润现金流承压，等待回款与盈利兑现
688273,sh,麦澜德,医疗设备,20260904,28.7,38.043371,2.149533,-20.02022700,-42.53675800,2.7100,15.8494,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688277,sh,天智航,医疗设备,20260904,14.82,-35.394189,5.793448,-15.99748700,-21.82123700,-6.0800,27.3645,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688301,sh,奕瑞科技,医疗设备,20260904,90.7,39.420477,3.683181,56.65832200,21.24883800,6.3700,38.6555,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688310,sh,迈得医疗,制药装备,20260904,14.74,56.946527,3.122762,13.42100500,-370.68275700,-1.9800,28.3288,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688314,sh,康拓医疗,医疗耗材,20260904,31.39,30.109919,3.436765,0.38066000,-24.73689000,5.6200,19.2349,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688351,sh,微电生理,医疗耗材,20260904,18.42,148.180083,4.779097,23.01503900,22.70451700,2.2200,10.9298,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688358,sh,祥生医疗,医疗设备,20260904,28.23,27.343448,2.313745,2.24184300,-1.05989500,4.9300,14.6269,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688366,sh,昊海生科,医疗耗材,20260904,30.2,45.295091,1.303166,-9.60436900,-46.63831700,2.0800,16.7836,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688389,sh,普门科技,体外诊断,20260904,11.18,33.755063,2.305665,19.14945600,-34.79501900,3.7100,21.0411,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688410,sh,山外山,医疗设备,20260904,10.0,24.157672,2.470373,29.80259700,71.46145600,5.1700,26.0127,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688576,sh,西山科技,医疗设备,20260904,39.43,-336.118139,1.584723,-22.87032900,-174.05407400,-1.4800,6.7972,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688580,sh,伟思医疗,医疗设备,20260904,44.3,25.123704,2.508792,7.59496500,44.42670600,5.7400,5.7444,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688581,sh,安杰思,医疗设备,20260904,51.06,19.281114,1.617898,-0.28476900,-6.26553000,4.6200,6.6560,2026H1,观察,财报原文交叉阅读,估值较低，收入与归母尚未恢复增长
688607,sh,康众医疗,医疗设备,20260904,38.67,-114.995694,4.066776,-0.73552600,-3106.39004800,-2.8100,39.0558,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688613,sh,奥精医疗,医疗耗材,20260904,15.79,251.014646,1.505684,4.02617800,-65.46126400,0.1900,4.8300,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688617,sh,惠泰医疗,医疗耗材,20260904,251.41,38.14542,11.525171,25.74934700,26.38015800,15.9600,13.7873,2026H1,优先候选,原始财报深研,收入归母扣非现金流同步增长；当前估值溢价较高，需关注PFA推广和集采
688626,sh,翔宇医疗,医疗设备,20260904,40.08,77.808245,3.053842,3.93303700,12.04011300,1.8800,35.9584,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688677,sh,海泰新光,医疗设备,20260904,81.81,56.82062,7.324147,20.68998400,2.49034700,5.5900,19.1518,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688712,sh,北芯生命,医疗设备,20260904,31.24,105.451833,7.150179,49.35166200,88.00945400,5.7600,10.9268,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
688805,sh,健信超导,医疗设备,20260904,41.39,75.06335,5.677294,32.16112400,54.43455600,3.9200,14.1981,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920009,bj,丹娜生物,体外诊断,20260904,36.98,30.609621,4.11916,1.74298800,-8.12242200,6.5900,6.5831,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920050,bj,爱伦医疗,医疗耗材,20260904,29.1,18.39152,1.878849,46.42739200,26.16601000,5.8800,33.3634,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920069,bj,普昂医疗,医疗耗材,20260904,33.28,17.864498,2.217022,25.13950600,19.87196500,7.4700,12.9033,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920072,bj,科莱瑞迪,医疗设备,20260904,24.59,27.412492,2.544846,16.08142300,15.30489600,6.7200,10.2451,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920166,bj,海圣医疗,医疗耗材,20260904,20.52,19.078248,2.405969,4.31448100,-13.61283000,5.2100,8.7028,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920180,bj,爱得科技,医疗耗材,20260904,11.91,21.64083,1.827143,-11.46370500,-33.40523000,3.5200,13.2965,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920201,bj,百瑞吉,医疗耗材,,,,,,,,,2026H1,行情缺口排除,分类与上市状态核对,无最近交易日日线；不按可交易股票推荐
920268,bj,百迈科,医疗耗材,,,9.336531,,,,,,2026H1,行情缺口排除,分类与上市状态核对,无最近交易日日线；不按可交易股票推荐
920278,bj,鹿得医疗,家用器械,20260904,6.59,88.042799,2.967704,10.90497000,-64.36237500,0.9200,30.8481,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920300,bj,辰光医疗,医疗设备,20260904,10.15,-14.886148,5.631411,1.29159100,12.86212900,-8.0100,51.4820,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920504,bj,博迅生物,制药装备,20260904,19.04,45.371597,4.031657,12.81830600,89.92030800,3.3400,20.2157,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920925,bj,锦好医疗,医疗设备,20260904,12.13,715.241057,3.285826,-6.83469300,-177.50953200,-1.5900,15.8340,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
920992,bj,中科美菱,医疗设备,20260904,11.95,64.621242,1.843599,4.04231000,-11.03810800,1.5600,16.7154,2026H1,仅初筛,厂商量化初筛,未完成公司级原始财报深研，不据此给买入结论
